SessionNum,ReelIndex,StartTime,EndTime,DwellTime,TimePeriod,AvgScrollSpeed,MaxScrollSpeed,RollingMean,RollingStd,CumulativeReels,ScrollStreak,Liked,Commented,Shared,Saved,LikeLatency,CommentLatency,ShareLatency,SaveLatency,InteractionDwellRatio,ScrollDirection,BackScrollCount,ScrollPauseCount,ScrollPauseDurationMs,SwipeCompletionRatio,HasCaption,CaptionExpanded,HasAudio,IsAd,AdSkipLatencyMs,AppExitAttempts,ReturnLatencyS,NotificationsDismissed,NotificationsActedOn,ProfileVisits,ProfileVisitDurationS,HashtagTaps,AmbientLuxStart,AmbientLuxEnd,LuxDelta,IsScreenInDarkRoom,AccelVariance,MicroMovementRms,PostureShiftCount,IsStationary,DeviceOrientation,BatteryStart,BatteryDeltaPerSession,IsCharging,Headphones,AudioOutputType,PreviousApp,PreviousAppDurationS,PreviousAppCategory,DirectLaunch,TimeSinceLastSessionMin,DayOfWeek,IsHoliday,ScreenOnCount1hr,ScreenOnDuration1hr,NightMode,DND,SessionTriggeredByNotif,DwellTimeZscore,DwellTimePctile,DwellAcceleration,SessionDwellTrend,EarlyVsLateRatio,InteractionRate,InteractionBurstiness,LikeStreakLength,InteractionDropoff,SavedWithoutLike,CommentAbandoned,ScrollIntervalCV,ScrollBurstDuration,InterBurstRestDuration,ScrollRhythmEntropy,UniqueAudioCount,RepeatContentFlag,ContentRepeatRate,CircadianPhase,SleepProxyScore,EstimatedSleepDurationH,ConsistencyScore,IsWeekend,PostSessionRating,IntendedAction,ActualVsIntendedMatch,RegretScore,MoodBefore,MoodAfter,MoodDelta,SleepStart,SleepEnd,PreviousContext,DelayedRegretScore,ComparativeRating,MorningRestScore
1,1,2025-12-21 20:07:02,20:07:47,45.0,Evening,5.805,7.329,45.0,0.0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.902,1,0,1,0,-1,0,0.0,0,0,0,3.77,0,64.69,53.15,-11.54,0,0.0911,0.1048,1,1,1,85.0,0.921,0,0,SPEAKER,com.example.app,146.0,other,1,299.29,1,0,6,970,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.1485,0,-0.2,0,0,1.5191,226,175,3.2726,3,0,0.0,0.8382,0.0,6.33,0.783,1,4,Quick break (intentional),2,1,2,5,0,23,7,After meal,2,4,0.731
1,2,2025-12-21 20:07:47,20:08:32,45.0,Evening,6.123,7.419,45.0,0.0,2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.823,1,0,1,0,-1,0,0.0,0,0,0,4.97,0,64.69,64.86,0.17,0,0.0843,0.0929,0,1,1,85.0,0.921,0,0,SPEAKER,com.example.app,5.0,video,0,299.29,1,0,4,737,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.4237,0,-0.2,0,0,1.3107,267,121,3.0525,6,0,0.2167,0.8382,0.0,6.9,0.692,1,4,Quick break (intentional),2,1,2,5,0,23,7,After meal,2,4,0.408
1,3,2025-12-21 20:08:32,20:09:17,45.0,Evening,6.045,8.902,45.0,0.0,3,3,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.901,1,0,1,0,-1,0,0.0,0,0,1,1.06,0,64.69,69.08,4.39,0,0.0986,0.1549,0,0,1,85.0,0.921,0,1,SPEAKER,com.example.app,55.92,other,1,299.29,1,0,9,924,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.2539,0,-0.2,0,0,1.512,281,338,3.1088,6,0,0.0224,0.8382,0.0,5.7,0.677,1,4,Quick break (intentional),2,1,2,5,0,23,7,After meal,2,4,0.502
1,4,2025-12-21 20:09:17,20:10:02,45.0,Evening,5.871,8.782,45.0,0.0,4,2,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.883,1,0,1,0,-1,0,0.0,0,0,0,4.86,0,64.69,67.25,2.56,0,0.0161,0.0203,0,0,1,85.0,0.921,1,0,BLUETOOTH,com.example.app,183.38,other,0,299.29,1,0,5,867,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.5972,0,-0.2,0,0,1.7716,347,33,3.0873,3,0,0.0592,0.8382,0.0,6.33,0.874,1,4,Quick break (intentional),2,1,2,5,0,23,7,Boredom,2,4,0.426
1,5,2025-12-21 20:10:02,20:10:47,45.0,Evening,6.093,7.3,45.0,0.0,5,5,0,0,0,1,-1.0,-1.0,-1.0,41.61,0.0222,1,0,0,0,0.757,1,0,1,0,-1,0,0.0,0,0,1,6.41,0,64.69,55.53,-9.16,0,0.0,0.0685,0,0,1,85.0,0.921,0,0,SPEAKER,com.example.app,78.4,productivity,1,299.29,1,0,11,419,1,0,0,0.0,100.0,0.0,0.0,1.0,0.2,0.972,0,-0.2,1,0,1.2036,251,224,3.3006,2,0,0.2579,0.8382,0.0,7.1,0.718,1,4,Quick break (intentional),2,1,2,5,0,23,7,After meal,2,4,0.419
1,6,2025-12-21 20:10:47,20:11:32,45.0,Evening,6.215,9.935,45.0,0.0,6,6,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,669,0.856,1,1,1,0,-1,1,4.65,0,0,0,4.96,0,64.69,77.67,12.98,0,0.0832,0.0306,1,1,1,85.0,0.921,1,0,SPEAKER,com.example.app,188.0,social,1,299.29,1,0,6,973,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.0736,0,-0.2,0,0,2.5081,141,266,3.0537,4,0,0.1245,0.8382,0.0,7.96,0.834,1,4,Quick break (intentional),2,1,2,5,0,23,7,Work / Study,2,4,0.885
1,7,2025-12-21 20:11:32,20:12:17,45.0,Evening,6.58,9.306,45.0,0.0,7,7,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.846,1,1,0,0,-1,0,0.0,0,0,0,7.02,0,64.69,54.9,-9.79,0,0.0245,0.0764,0,1,1,85.0,0.921,1,0,SPEAKER,com.example.app,5.0,social,0,299.29,1,0,7,1435,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.365,0,-0.2,0,0,1.0191,427,226,3.1948,3,0,0.2928,0.8382,0.0,6.89,0.792,1,4,Quick break (intentional),2,1,2,5,0,23,7,Before sleep,2,4,0.495
1,8,2025-12-21 20:12:17,20:13:02,45.0,Evening,6.297,8.509,45.0,0.0,8,6,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,602,0.998,1,0,1,0,-1,0,0.0,0,0,0,4.22,0,64.69,42.26,-22.43,0,0.015,0.011,0,1,2,85.0,0.921,0,1,BLUETOOTH,com.example.app,88.8,other,0,299.29,1,0,8,918,1,0,1,0.0,100.0,0.0,0.0,1.0,0.0,0.5701,0,-0.2,0,1,1.4137,269,213,3.1916,3,0,0.1327,0.8382,0.0,6.54,0.863,1,4,Quick break (intentional),2,1,2,5,0,23,7,Boredom,2,4,0.326
1,9,2025-12-21 20:13:02,20:13:47,45.0,Evening,5.645,6.765,45.0,0.0,9,7,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,1.0,1,0,1,0,-1,1,3.1,0,0,0,4.79,0,64.69,71.33,6.64,0,0.0598,0.0018,0,1,1,85.0,0.921,0,0,BLUETOOTH,com.example.app,71.75,social,1,299.29,1,0,9,749,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0,0.7796,0,-0.2,0,0,2.2324,323,186,3.135,8,0,0.1729,0.8382,0.0,6.82,0.893,1,4,Quick break (intentional),2,1,2,5,0,23,7,Before sleep,2,4,0.675
1,10,2025-12-21 20:13:47,20:14:32,45.0,Evening,6.555,7.202,45.0,0.0,10,8,0,1,0,0,-1.0,31.02,-1.0,-1.0,0.0222,1,0,0,0,0.9,1,0,1,0,-1,0,0.0,0,0,0,4.45,0,64.69,65.97,1.28,0,0.0883,0.0728,0,0,1,85.0,0.921,0,0,SPEAKER,com.example.app,131.59,productivity,1,299.29,1,0,5,1028,1,0,0,0.0,100.0,0.0,0.0,1.0,0.1,0.7467,0,-0.2,0,0,1.5798,97,77,3.2568,6,0,0.0,0.8382,0.0,3.7,0.698,1,4,Quick break (intentional),2,1,2,5,0,23,7,After meal,2,4,0.988
1,11,2025-12-21 20:14:32,20:15:17,45.0,Evening,6.131,9.232,45.0,0.0,11,11,0,1,0,0,-1.0,37.32,-1.0,-1.0,0.0222,1,0,0,0,0.955,0,1,1,0,-1,0,0.0,0,0,0,4.52,0,64.69,59.62,-5.07,0,0.0274,0.0571,0,1,1,85.0,0.921,0,0,SPEAKER,com.example.app,29.94,other,0,299.29,1,0,7,806,1,0,0,0.0,100.0,0.0,0.0,1.0,0.0909,0.473,0,-0.2,0,0,1.277,353,250,3.1394,5,0,0.4088,0.8382,0.0,6.57,0.727,1,4,Quick break (intentional),2,1,2,5,0,23,7,Boredom,2,4,0.47
